Sno,Institute Name,State,District,Type,Affiliating University,Program,Level,Course,Acred. Till,Intake
1104,MISRIMAL NAVAJEE MUNOTH JAIN ENGINEERING COLLEGE,Tamil Nadu,CHENNAI,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,30
1105,MISRIMAL NAVAJEE MUNOTH JAIN ENGINEERING COLLEGE,Tamil Nadu,CHENNAI,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,30
1106,MISRIMAL NAVAJEE MUNOTH JAIN ENGINEERING COLLEGE,Tamil Nadu,CHENNAI,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,60
1107,MISRIMAL NAVAJEE MUNOTH JAIN ENGINEERING COLLEGE,Tamil Nadu,CHENNAI,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,60
1108,MISRIMAL NAVAJEE MUNOTH JAIN ENGINEERING COLLEGE,Tamil Nadu,CHENNAI,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,60
1109,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,120
1110,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,120
1111,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,180
1112,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,30-06-2021,180
1113,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,120
1114,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,180
1115,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CHEMICAL ENGINEERING,30-06-2021,60
1116,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,POST GRADUATE,CAD CAM,30-06-2022,25
1117,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,POST GRADUATE,COMMUNICATION ENGINEERING,30-06-2022,18
1118,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,POST GRADUATE,EMBEDDED SYSTEM AND VLSI DESIGN,30-06-2022,18
1119,C V RAMAN GLOBAL UNIVERSITY,Odisha,KHORDHA,State Private University,"C.V. Raman Global University, Odisha",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,180
1120,C V RAMAN GLOBAL UNIVERSITY,Odisha,KHORDHA,State Private University,"C.V. Raman Global University, Odisha",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
1121,TERNA PUBLIC CHARITABLE TRUST S TERNA ENGINEERING COLLEGE,Maharashtra,THANE,Private-Self Financing,"Mumbai University, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER ENGINEERING,30-06-2022,180
1122,TERNA PUBLIC CHARITABLE TRUST S TERNA ENGINEERING COLLEGE,Maharashtra,THANE,Private-Self Financing,"Mumbai University, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS ENGINEERING,30-06-2022,60
1123,TERNA PUBLIC CHARITABLE TRUST S TERNA ENGINEERING COLLEGE,Maharashtra,THANE,Private-Self Financing,"Mumbai University, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2023,60
1124,TERNA PUBLIC CHARITABLE TRUST S TERNA ENGINEERING COLLEGE,Maharashtra,THANE,Private-Self Financing,"Mumbai University, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & TELE-COMMUNICATION ENGINEERING,30-06-2022,120
1125,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,30-06-2024,240
1126,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2024,120
1127,SAHYADRI COLLEGE OF ENGINEERING MANAGEMENT,Karnataka,DAKSHINA KANNADA,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2023,90
1128,SAHYADRI COLLEGE OF ENGINEERING MANAGEMENT,Karnataka,DAKSHINA KANNADA,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION SCIENCE AND ENGINEERING,30-06-2023,120
1129,SAHYADRI COLLEGE OF ENGINEERING MANAGEMENT,Karnataka,DAKSHINA KANNADA,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2023,90
1130,SAHYADRI COLLEGE OF ENGINEERING MANAGEMENT,Karnataka,DAKSHINA KANNADA,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,30-06-2023,180
1131,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,120
1132,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,120
1133,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,180
1134,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
1135,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,120
1136,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,60
1137,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,BIOTECHNOLOGY,30-06-2021,60
1138,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,POWER ELECTRONICS AND DRIVES,30-06-2022,18
1139,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,COMMUNICATION SYSTEMS,30-06-2022,18
1140,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,18
1141,MEPCO SCHLENK ENGINEERING COLLEGE,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,"Anna University, Chennai",MCA,POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,30-06-2021,60
1142,COLLEGE OF ENGINEERING KARUNAGAPPALLY,Kerala,KOLLAM,Government,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2021,30
1143,COLLEGE OF ENGINEERING KARUNAGAPPALLY,Kerala,KOLLAM,Government,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,120
1144,VIDYA VIKAS PRATISHTHAN POLYTECHNIC SOLAPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2021,90
1145,VIDYA VIKAS PRATISHTHAN POLYTECHNIC SOLAPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRICAL ENGINEERING,30-06-2021,60
1146,VIDYA VIKAS PRATISHTHAN POLYTECHNIC SOLAPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,CIVIL ENGINEERING,30-06-2021,60
1147,ACS COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
1148,ACS COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,60
1149,ACS COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,120
1150,ACS COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,AERONAUTICAL ENGINEERING,30-06-2021,120
1151,ACS COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,BIOMEDICAL ENGINEERING,30-06-2021,60
1152,DMI COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,120
1153,DMI COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,60
1154,DMI COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,60
1155,JSS COLLEGE OF PHARMACY,Tamil Nadu,NILGIRIS,State Private University,"Jagadguru Sri Shivarathreeswara University, Mysore",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2021,100
1156,K L S GOGTE INSTITUTE OF TECHNOLOGY,Karnataka,BELGAUM,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,120
1157,K L S GOGTE INSTITUTE OF TECHNOLOGY,Karnataka,BELGAUM,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,180
1158,K L S GOGTE INSTITUTE OF TECHNOLOGY,Karnataka,BELGAUM,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,60
1159,K L S GOGTE INSTITUTE OF TECHNOLOGY,Karnataka,BELGAUM,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,180
1160,K L S GOGTE INSTITUTE OF TECHNOLOGY,Karnataka,BELGAUM,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
1161,K L S GOGTE INSTITUTE OF TECHNOLOGY,Karnataka,BELGAUM,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,POST GRADUATE,STRUCTURAL ENGINEERING,30-06-2021,18
1162,K L S GOGTE INSTITUTE OF TECHNOLOGY,Karnataka,BELGAUM,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,POST GRADUATE,MACHINE DESIGN,30-06-2021,18
1163,CVR COLLEGE OF ENGINEERING,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,120
1164,CVR COLLEGE OF ENGINEERING,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,300
1165,CVR COLLEGE OF ENGINEERING,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,120
1166,CVR COLLEGE OF ENGINEERING,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
1167,CVR COLLEGE OF ENGINEERING,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,60
1168,CVR COLLEGE OF ENGINEERING,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,60
1169,CHHATRAPATI SHIVAJI INSTITUTE OF TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,60
1170,CHHATRAPATI SHIVAJI INSTITUTE OF TECHNOLOGY,Chhattisgarh,DURG,Private-Self Financing,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,90
1171,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,30-06-2024,120
1172,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2024,120
1173,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2024,120
1174,ABDUL RAZZAK KALSEKAR POLYTECHNIC,Maharashtra,MUMBAI SUBURBAN,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,MECHANICAL ENGINEERING,30-06-2021,120
1175,ABDUL RAZZAK KALSEKAR POLYTECHNIC,Maharashtra,MUMBAI SUBURBAN,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2021,120
1176,DR N G P INSTITUTE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,120
1177,DR N G P INSTITUTE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,60
1178,DR N G P INSTITUTE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,120
1179,DR N G P INSTITUTE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,60
1180,DR N G P INSTITUTE OF TECHNOLOGY,Tamil Nadu,COIMBATORE,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,BIOMEDICAL ENGINEERING,30-06-2021,120
1181,COLLEGE OF TECHNOLOGY AND ENGINEERING,Rajasthan,UDAIPUR,Government,"Maharana Pratap University of Agriculture and Technology, Udaipur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,AGRICULTURAL ENGINEERING,30-06-2022,55
1182,COLLEGE OF TECHNOLOGY AND ENGINEERING,Rajasthan,UDAIPUR,Government,"Maharana Pratap University of Agriculture and Technology, Udaipur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,40
1183,COLLEGE OF TECHNOLOGY AND ENGINEERING,Rajasthan,UDAIPUR,Government,"Maharana Pratap University of Agriculture and Technology, Udaipur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MINING ENGINEERING,30-06-2022,20
1184,VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLEGE,Andhra Pradesh,KRISHNA,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,120
1185,VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLEGE,Andhra Pradesh,KRISHNA,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
1186,VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLEGE,Andhra Pradesh,KRISHNA,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,240
1187,VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLEGE,Andhra Pradesh,KRISHNA,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,120
1188,VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLEGE,Andhra Pradesh,KRISHNA,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,120
1189,VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLEGE,Andhra Pradesh,KRISHNA,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,180
1190,GNANAMANI COLLEGE OF TECHNOLOGY,Tamil Nadu,NAMAKKAL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
1191,GNANAMANI COLLEGE OF TECHNOLOGY,Tamil Nadu,NAMAKKAL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2022,120
1192,GNANAMANI COLLEGE OF TECHNOLOGY,Tamil Nadu,NAMAKKAL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,120
1193,GNANAMANI COLLEGE OF TECHNOLOGY,Tamil Nadu,NAMAKKAL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,120
1194,ACHARYA INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,180
1195,ACHARYA INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,120
1196,ACHARYA INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
1197,ACHARYA INSTITUTE OF TECHNOLOGY,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHATRONICS,30-06-2022,60
1198,MEA ENGINEERING COLLEGE PERINTHALMANNA,Kerala,MALAPPURAM,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2023,90
1199,MEA ENGINEERING COLLEGE PERINTHALMANNA,Kerala,MALAPPURAM,Private-Self Financing,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2023,60
1200,SOLAPUR EDUCATION SOCIETY S POLYTECHNIC SOLAPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,CIVIL ENGINEERING,30-06-2022,60
1201,SOLAPUR EDUCATION SOCIETY S POLYTECHNIC SOLAPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER TECHNOLOGY,30-06-2022,60
1202,SOLAPUR EDUCATION SOCIETY S POLYTECHNIC SOLAPUR,Maharashtra,SOLAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,MECHANICAL ENGINEERING,30-06-2022,60
1203,MATRUSRI ENGINEERING COLLEGE,Telangana,HYDERABAD,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
1204,MATRUSRI ENGINEERING COLLEGE,Telangana,HYDERABAD,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,120
1205,MATRUSRI ENGINEERING COLLEGE,Telangana,HYDERABAD,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,60
1206,MATRUSRI ENGINEERING COLLEGE,Telangana,HYDERABAD,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,180
1207,MATRUSRI ENGINEERING COLLEGE,Telangana,HYDERABAD,Private-Self Financing,"Osmania University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,120
1208,SASI INSTITUTE OF TECHNOLOGY ENGINEERING,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
